Date,AAPL,MSFT,GOOGL,META,GOOG,NVDA,SPY,QQQ
2015-01-02,24.53176498413086,40.62067413330078,26.477500915527344,78.44999694824219,26.16865348815918,4.8336286544799805,176.78887939453125,96.34424591064453
2015-01-05,23.840665817260742,40.247127532958984,25.972999572753906,77.19000244140625,25.623151779174805,4.751986980438232,173.5961456298828,94.93096923828125
2015-01-06,23.842906951904297,39.65639877319336,25.332000732421875,76.1500015258789,25.029281616210938,4.607914924621582,171.96104431152344,93.65812683105469
2015-01-07,24.1772403717041,40.16024398803711,25.25749969482422,76.1500015258789,24.986400604248047,4.595909118652344,174.10386657714844,94.86547088623047
2015-01-08,25.106184005737305,41.34169006347656,25.345500946044922,78.18000030517578,25.065183639526367,4.768795967102051,177.19334411621094,96.68118286132812
2015-01-09,25.133106231689453,40.994205474853516,25.035999298095703,77.73999786376953,24.740575790405273,4.788005352020264,175.77340698242188,96.04475402832031
2015-01-12,24.513816833496094,40.48168182373047,24.85300064086914,76.72000122070312,24.560070037841797,4.727974891662598,174.39646911621094,95.04330444335938
2015-01-13,24.731464385986328,40.27318572998047,25.09000015258789,76.44999694824219,24.741073608398438,4.720770359039307,173.9059600830078,95.01519775390625
2015-01-14,24.637224197387695,39.925697326660156,25.296499252319336,76.27999877929688,24.974931716918945,4.739981651306152,172.85606384277344,94.49111938476562
2015-01-15,23.96855926513672,39.508724212646484,25.20050048828125,74.05000305175781,25.02080535888672,4.706365585327148,171.2725830078125,93.26502227783203
2015-01-16,23.78232765197754,40.16892623901367,25.523000717163086,75.18000030517578,25.334444046020508,4.7928080558776855,173.51864624023438,94.36007690429688
2015-01-20,24.394887924194336,40.29924392700195,25.496999740600586,76.23999786376953,25.275606155395508,4.807215213775635,173.88877868652344,95.10881042480469
2015-01-21,24.58112907409668,39.890960693359375,26.019500732421875,76.73999786376953,25.83108139038086,4.874448776245117,174.76651000976562,95.59550476074219
2015-01-22,25.220623016357422,40.94209289550781,26.864999771118164,77.6500015258789,26.64634132385254,4.958489418029785,177.36550903320312,97.3643798828125
2015-01-23,25.350765228271484,40.98552322387695,27.09749984741211,77.83000183105469,26.923580169677734,4.972899436950684,176.39303588867188,97.57964324951172
2015-01-26,25.377685546875,40.83784103393555,26.836000442504883,77.5,26.68722915649414,4.951288223266602,176.8061065673828,97.46736907958984
2015-01-27,24.48912811279297,37.05897521972656,26.059499740600586,75.77999877929688,25.86050033569336,4.713567733764648,174.4739532470703,94.9403305053711
2015-01-28,25.873573303222656,35.781982421875,25.62150001525879,76.23999786376953,25.4301815032959,4.636729717254639,172.23643493652344,94.45367431640625
2015-01-29,26.679109573364258,36.494327545166016,25.661500930786133,78.0,25.463090896606445,4.749587059020996,173.8285369873047,95.36153411865234
2015-01-30,26.288679122924805,35.095699310302734,26.877500534057617,75.91000366210938,26.65282440185547,4.610317707061768,171.64260864257812,94.62213134765625
2015-02-02,26.618520736694336,35.86016082763672,26.610000610351562,74.98999786376953,26.351652145385742,4.711167335510254,173.7682342529297,95.44573974609375
2015-02-03,26.623014450073242,36.13813400268555,26.665000915527344,75.4000015258789,26.38954734802246,4.828824996948242,176.2811279296875,96.36294555664062
2015-02-04,26.82720184326172,36.34663391113281,26.30500030517578,75.62999725341797,26.066434860229492,4.840832233428955,175.6099090576172,96.27873992919922
2015-02-05,27.018678665161133,36.876548767089844,26.491500854492188,75.61000061035156,26.306774139404297,4.920070648193359,177.3826904296875,97.11170959472656
2015-02-06,26.791156768798828,36.841793060302734,26.694000244140625,74.47000122070312,26.477306365966797,4.8984599113464355,176.8921356201172,96.52206420898438
2015-02-09,26.969118118286133,36.79835891723633,26.464000701904297,74.44000244140625,26.31924057006836,4.89365816116333,176.1004638671875,96.21322631835938
2015-02-10,27.48723793029785,37.00685119628906,27.007999420166016,75.19000244140625,26.77349281311035,5.030527591705322,177.9765167236328,97.71067810058594
2015-02-11,28.13150405883789,36.815738677978516,26.899999618530273,76.51000213623047,26.725126266479492,4.9969096183776855,178.0797576904297,98.06632995605469
2015-02-12,28.487430572509766,37.43251419067383,27.300500869750977,76.2300033569336,27.072172164916992,5.35468864440918,179.7923126220703,99.20816040039062
2015-02-13,28.627094268798828,38.110107421875,27.558000564575195,75.73999786376953,27.375341415405273,5.357090473175049,180.53240966796875,100.05986785888672
